Name,Class,Ship Type,Navy,Navy Acronym,Country,Launch Year,Launch Note
P1 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1943,"(Projected, not actual)"
P10 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1944,"(Projected, not actual)"
P11 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1944,"(Projected, not actual)"
P12 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1945,"(Projected, not actual)"
P2 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1942,"(Projected, not actual)"
P2 (Planned),M2-class Light Cruiser,Light Cruiser,Kriegsmarine,KM,Germany,1947,"(Projected, not actual)"
P3 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1944,"(Projected, not actual)"
P4 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1942,"(Projected, not actual)"
P5 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1943,"(Projected, not actual)"
P6 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1945,"(Projected, not actual)"
P7 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1945,"(Projected, not actual)"
P8 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1945,"(Projected, not actual)"
P9 (Planned),P-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1944,"(Projected, not actual)"
Paddle,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Pampanito,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Panay,No Classification,No Classification,United States Navy,USN,United States,,No Data
Papanikolis,Katsonis-class Submarine,Submarine,Hellenic Navy,HN,Greece,,No Data
Parche,Balao-class Submarine,Submarine,United States Navy,USN,United States,1943,Actual
Pargo,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Parizhskava Kommuna,Gangut-class Battleship,Battleship,Soviet Navy,VMF,Russia,1911,Actual
Pasadena,Cleveland-class Light Cruiser,Light Cruiser,United States Navy,USN,United States,1943,Actual
Pennsylvania,Pennsylvania-class Battleship,Battleship,United States Navy,USN,United States,1915,Actual
Pensacola,Pensacola-class Heavy Cruiser,Heavy Cruiser,United States Navy,USN,United States,1929,Actual
Perch (Balao-class),Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Perch (Porpoise-class),Porpoise-class Submarine,Submarine,United States Navy,USN,United States,1936,Actual
Permit,Porpoise-class Submarine,Submarine,United States Navy,USN,United States,1936,Actual
Perth,Leander-class Light Cruiser,Light Cruiser,Royal Australian Navy,RAN,Australia,1934,Actual
Peto,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Petrof Bay,Casablanca-class Escort Carrier,Escort Carrier,United States Navy,USN,United States,1944,Actual
Philip,Fletcher-class Destroyer,Destroyer,United States Navy,USN,United States,1942,Actual
Phoenix,Brooklyn-class Light Cruiser,Light Cruiser,United States Navy,USN,United States,1938,Actual
Pickerel,Porpoise-class Submarine,Submarine,United States Navy,USN,United States,1936,Actual
Picking,Fletcher-class Destroyer,Destroyer,United States Navy,USN,United States,1943,Actual
Picuda,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Pike,Porpoise-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Pilotfish,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Pinghai,Ninghai-class Light Cruiser,Light Cruiser,Republic of China Navy,ROCN,China,1935,Actual
Pinguin,No Classification,No Classification,Kriegsmarine,KM,Germany,1936,Actual
Pintado,Balao-class Submarine,Submarine,United States Navy,USN,United States,1943,Actual
Pipefish,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Piper,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Piranha,Balao-class Submarine,Submarine,United States Navy,USN,United States,1943,Actual
Plaice,Balao-class Submarine,Submarine,United States Navy,USN,United States,1943,Actual
Plunger,Porpoise-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Pogy,Gato-class Submarine,Submarine,United States Navy,USN,United States,1942,Actual
Pola,Zara-class Heavy Cruiser,Heavy Cruiser,Regia Marina,RM,Italy,,No Data
Pollack,Porpoise-class Submarine,Submarine,United States Navy,USN,United States,1936,Actual
Pomfret,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Pomodon,Tench-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Pompano,Porpoise-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Pompon,Gato-class Submarine,Submarine,United States Navy,USN,United States,1942,Actual
Porpoise,Porpoise-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Porter,Porter-class Destroyer,Destroyer,United States Navy,USN,United States,1935,Actual
Portland,Portland-class Heavy Cruiser,Heavy Cruiser,United States Navy,USN,United States,1932,Actual
Preston (Fletcher-class),Fletcher-class Destroyer,Destroyer,United States Navy,USN,United States,1943,Actual
Preston (Mahan-class),Mahan-class Destroyer,Destroyer,United States Navy,USN,United States,1936,Actual
Prichett,Fletcher-class Destroyer,Destroyer,United States Navy,USN,United States,1943,Actual
Primauguet,Duguay-Trouin-class Light Cruiser,Light Cruiser,French Navy,MN,France,1924,Actual
Prince of Wales,King George V (1939)-class Battleship,Battleship,Royal Navy,RN,United Kingdom,,No Data
Princeton,Independence-class Light Carrier,Light Carrier,United States Navy,USN,United States,1942,Actual
Pringle,Fletcher-class Destroyer,Destroyer,United States Navy,USN,United States,1942,Actual
Prinz Eugen,Admiral Hipper-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1938,Actual
Proteus,Fulton-class Submarine Tender,Submarine Tender,United States Navy,USN,United States,1942,Actual
Provence,Bretagne-class Battleship,Battleship,French Navy,MN,France,1913,Actual
PT-class Summary Information,PT-class Motor Torpedo Boat,Motor Torpedo Boat,United States Navy,USN,United States,,No Data
Puffer,Gato-class Submarine,Submarine,United States Navy,USN,United States,1942,Actual
Q (Planned),M-class Light Cruiser,Light Cruiser,Kriegsmarine,KM,Germany,1943,"(Projected, not actual)"
Q (Planned),M-class Light Cruiser,Light Cruiser,Kriegsmarine,KM,Germany,1945,"(Projected, not actual)"
Q (Planned),O-class Battlecruiser,Battlecruiser,Kriegsmarine,KM,Germany,1942,"(Projected, not actual)"
Q2 (Planned),M2-class Light Cruiser,Light Cruiser,Kriegsmarine,KM,Germany,1947,"(Projected, not actual)"
Queen Elizabeth,No Classification,No Classification,Royal Navy,RN,United Kingdom,1938,Actual
Queen Elizabeth,Queen Elizabeth-class Battleship,Battleship,Royal Navy,RN,United Kingdom,1913,Actual
Queen Mary,No Classification,No Classification,Royal Navy,RN,United Kingdom,1934,Actual
Queenfish,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Quillback,Tench-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Quincy (Baltimore-class),Baltimore-class Heavy Cruiser,Heavy Cruiser,United States Navy,USN,United States,,No Data
Quincy (New Orleans-class),New Orleans-class Heavy Cruiser,Heavy Cruiser,United States Navy,USN,United States,1935,Actual
R (Planned),M-class Light Cruiser,Light Cruiser,Kriegsmarine,KM,Germany,1943,"(Projected, not actual)"
R (Planned),M-class Light Cruiser,Light Cruiser,Kriegsmarine,KM,Germany,1945,"(Projected, not actual)"
R-1,R-class Submarine,Submarine,United States Navy,USN,United States,1918,Actual
R-14,R-class Submarine,Submarine,United States Navy,USN,United States,1919,Actual
R-5,R-class Submarine,Submarine,United States Navy,USN,United States,1918,Actual
R-7,R-class Submarine,Submarine,United States Navy,USN,United States,,No Data
R2 (Planned),M2-class Light Cruiser,Light Cruiser,Kriegsmarine,KM,Germany,1947,"(Projected, not actual)"
Raleigh,Omaha-class Light Cruiser,Light Cruiser,United States Navy,USN,United States,,No Data
Rall,Evarts-class Destroyer Escort,Destroyer Escort,United States Navy,USN,United States,1943,Actual
Ralph Talbot,Bagley-class Destroyer,Destroyer,United States Navy,USN,United States,1936,Actual
Randolph,Essex-class Aircraft Carrier,Aircraft Carrier,United States Navy,USN,United States,1944,Actual
Ranger,Ranger-class Aircraft Carrier,Aircraft Carrier,United States Navy,USN,United States,,No Data
Rasher,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Raton,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Rawalpindi,R-class Merchant Vessel,Merchant Vessel,Royal Navy,RN,United Kingdom,1925,Actual
Ray,Gato-class Submarine,Submarine,United States Navy,USN,United States,1943,Actual
Razorback,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Redfin,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Redfish,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Renown,Renown-class Battlecruiser,Battlecruiser,Royal Navy,RN,United Kingdom,,No Data
Renraku-tei-class Summary Information,Renraku-tei-class Motor Torpedo Boat,Motor Torpedo Boat,Imperial Japanese Navy,IJN,Japan,,No Data
Renshaw,Fletcher-class Destroyer,Destroyer,United States Navy,USN,United States,1942,Actual
Repulse,Renown-class Battlecruiser,Battlecruiser,Royal Navy,RN,United Kingdom,,No Data
Resolution,Revenge-class Battleship,Battleship,Royal Navy,RN,United Kingdom,,No Data
Reuben James,Clemson-class Destroyer,Destroyer,United States Navy,USN,United States,1919,Actual
Richelieu,Richelieu-class Battleship,Battleship,French Navy,MN,France,1939,Actual
Richthofen,Hans Albrecht Wedel-class Seaplane Tender,Seaplane Tender,Kriegsmarine,KM,Germany,1942,Actual
Ro-58,Type L3-class Submarine,Submarine,Imperial Japanese Navy,IJN,Japan,1922,Actual
Robalo,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Rock,Gato-class Submarine,Submarine,United States Navy,USN,United States,1943,Actual
Rodney,Nelson-class Battleship,Battleship,Royal Navy,RN,United Kingdom,1925,Actual
Roma,Vittorio Veneto-class Battleship,Battleship,Regia Marina,RM,Italy,1940,Actual
Roncador,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Ronquil,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Royal Sovereign,Revenge-class Battleship,Battleship,Royal Navy,RN,United Kingdom,1915,Actual
Runner (Gato-class),Gato-class Submarine,Submarine,United States Navy,USN,United States,1942,Actual
Runner (Tench-class),Tench-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Ryuho,Ryuho-class Aircraft Carrier,Aircraft Carrier,Imperial Japanese Navy,IJN,Japan,1933,Actual
Ryujo,Ryujo-class Aircraft Carrier,Aircraft Carrier,Imperial Japanese Navy,IJN,Japan,1931,Actual
S-18,S-class Submarine,Submarine,United States Navy,USN,United States,1920,Actual
S-23,S-class Submarine,Submarine,United States Navy,USN,United States,1920,Actual
S-26,S-class Submarine,Submarine,United States Navy,USN,United States,,No Data
S-27,S-class Submarine,Submarine,United States Navy,USN,United States,,No Data
S-28,S-class Submarine,Submarine,United States Navy,USN,United States,1922,Actual
S-30,S-class Submarine,Submarine,United States Navy,USN,United States,1918,Actual
S-31,S-class Submarine,Submarine,United States Navy,USN,United States,1918,Actual
S-32,S-class Submarine,Submarine,United States Navy,USN,United States,1919,Actual
S-33,S-class Submarine,Submarine,United States Navy,USN,United States,1918,Actual
S-34,S-class Submarine,Submarine,United States Navy,USN,United States,1919,Actual
S-35,S-class Submarine,Submarine,United States Navy,USN,United States,1919,Actual
S-36,S-class Submarine,Submarine,United States Navy,USN,United States,,No Data
S-37,S-class Submarine,Submarine,United States Navy,USN,United States,1919,Actual
S-38,S-class Submarine,Submarine,United States Navy,USN,United States,,No Data
S-39,S-class Submarine,Submarine,United States Navy,USN,United States,,No Data
S-40,S-class Submarine,Submarine,United States Navy,USN,United States,1921,Actual
S-41,S-class Submarine,Submarine,United States Navy,USN,United States,,No Data
S-42,S-class Submarine,Submarine,United States Navy,USN,United States,,No Data
S-43,S-class Submarine,Submarine,United States Navy,USN,United States,,No Data
S-44,S-class Submarine,Submarine,United States Navy,USN,United States,1923,Actual
S-45,S-class Submarine,Submarine,United States Navy,USN,United States,1923,Actual
S-46,S-class Submarine,Submarine,United States Navy,USN,United States,1923,Actual
S-47,S-class Submarine,Submarine,United States Navy,USN,United States,,No Data
S-7,Srednyaya-class Submarine,Submarine,Soviet Navy,VMF,Russia,1937,Actual
Saar,Saar-class Submarine Tender,Submarine Tender,Kriegsmarine,KM,Germany,1934,Actual
Sable,No Classification,No Classification,United States Navy,USN,United States,1923,Actual
Saginaw Bay,Casablanca-class Escort Carrier,Escort Carrier,United States Navy,USN,United States,,No Data
Sailfish,Sargo-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Saint Paul,Baltimore-class Heavy Cruiser,Heavy Cruiser,United States Navy,USN,United States,1944,Actual
Sakawa,Agano-class Light Cruiser,Light Cruiser,Imperial Japanese Navy,IJN,Japan,1944,Actual
Salmon,Salmon-class Submarine,Submarine,United States Navy,USN,United States,1937,Actual
Salt Lake City,Pensacola-class Heavy Cruiser,Heavy Cruiser,United States Navy,USN,United States,1929,Actual
San Diego,Atlanta-class Light Cruiser,Light Cruiser,United States Navy,USN,United States,1941,Actual
San Francisco,New Orleans-class Heavy Cruiser,Heavy Cruiser,United States Navy,USN,United States,,No Data
San Jacinto,Independence-class Light Carrier,Light Carrier,United States Navy,USN,United States,1943,Actual
San Juan,Atlanta-class Light Cruiser,Light Cruiser,United States Navy,USN,United States,1941,Actual
Sanborn,Haskell-class Attack Transport,Attack Transport,United States Navy,USN,United States,1944,Actual
Sand Lance,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Saratoga,Lexington-class Aircraft Carrier,Aircraft Carrier,United States Navy,USN,United States,1925,Actual
Sargent Bay,Casablanca-class Escort Carrier,Escort Carrier,United States Navy,USN,United States,1944,Actual
Sargo,Sargo-class Submarine,Submarine,United States Navy,USN,United States,1938,Actual
Saufley,Fletcher-class Destroyer,Destroyer,United States Navy,USN,United States,1942,Actual
Saury,Sargo-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Savo Island,Casablanca-class Escort Carrier,Escort Carrier,United States Navy,USN,United States,1943,Actual
Sawfish,Gato-class Submarine,Submarine,United States Navy,USN,United States,1942,Actual
Scabbardfish,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Scamp,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Scharnhorst,Gneisenau-class Battlecruiser,Battlecruiser,Kriegsmarine,KM,Germany,1936,Actual
Schlesien,Deutschland-class Battleship,Battleship,Kriegsmarine,KM,Germany,1906,Actual
Schleswig-Holstein,Deutschland-class Battleship,Battleship,Kriegsmarine,KM,Germany,1906,Actual
Schnellboot-class Summary Information,Schnellboot-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,,No Data
Schwabenland,No Classification,No Classification,Kriegsmarine,KM,Germany,1925,Actual
ScirÃ¨,Adua-class Submarine,Submarine,Regia Marina,RM,Italy,1938,Actual
Scorpion,Gato-class Submarine,Submarine,United States Navy,USN,United States,1942,Actual
Sculpin,Sargo-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Sea Cat,Balao-class Submarine,Submarine,United States Navy,USN,United States,1944,Actual
Sea Devil,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Sea Dog,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Sea Fox,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Sea Owl,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Sea Poacher,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Sea Robin,Balao-class Submarine,Submarine,United States Navy,USN,United States,1944,Actual
Seadragon,Sargo-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Seahorse,Balao-class Submarine,Submarine,United States Navy,USN,United States,1943,Actual
Seal,Salmon-class Submarine,Submarine,United States Navy,USN,United States,1937,Actual
Sealion (Balao-class),Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Sealion (Sargo-class),Sargo-class Submarine,Submarine,United States Navy,USN,United States,1939,Actual
Searaven,Sargo-class Submarine,Submarine,United States Navy,USN,United States,1939,Actual
Seawolf,Sargo-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Seeadler,1923-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1926,Actual
Segundo,Balao-class Submarine,Submarine,United States Navy,USN,United States,1944,Actual
Seisho Maru,No Classification,No Classification,Imperial Japanese Navy,IJN,Japan,1918,Actual
Sendai,Sendai-class Light Cruiser,Light Cruiser,Imperial Japanese Navy,IJN,Japan,1923,Actual
Sennet,Balao-class Submarine,Submarine,United States Navy,USN,United States,1944,Actual
Settsu,Kawachi-class Battleship,Battleship,Imperial Japanese Navy,IJN,Japan,1911,Actual
Seydlitz,Admiral Hipper-class Heavy Cruiser,Heavy Cruiser,Kriegsmarine,KM,Germany,1939,Actual
Shad,Gato-class Submarine,Submarine,United States Navy,USN,United States,1942,Actual
Shamrock Bay,Casablanca-class Escort Carrier,Escort Carrier,United States Navy,USN,United States,1944,Actual
Shark (Balao-class),Balao-class Submarine,Submarine,United States Navy,USN,United States,1943,Actual
Shark (Porpoise-class),Porpoise-class Submarine,Submarine,United States Navy,USN,United States,1935,Actual
Shaw,Mahan-class Destroyer,Destroyer,United States Navy,USN,United States,1935,Actual
ShCh-205,Shchuka-class Submarine,Submarine,Soviet Navy,VMF,Russia,1934,Actual
ShCh-307,Shchuka-class Submarine,Submarine,Soviet Navy,VMF,Russia,1934,Actual
ShCh-317,Shchuka-class Submarine,Submarine,Soviet Navy,VMF,Russia,1935,Actual
ShCh-320,Shchuka-class Submarine,Submarine,Soviet Navy,VMF,Russia,1935,Actual
ShCh-324,Shchuka-class Submarine,Submarine,Soviet Navy,VMF,Russia,1935,Actual
ShCh-401,Shchuka-class Submarine,Submarine,Soviet Navy,VMF,Russia,1935,Actual
Shigure,Shiratsuyu-class Destroyer,Destroyer,Imperial Japanese Navy,IJN,Japan,1936,Actual
Shimakaze,Shimakaze-class Destroyer,Destroyer,Imperial Japanese Navy,IJN,Japan,1942,Actual
Shinano,Shinano-class Aircraft Carrier,Aircraft Carrier,Imperial Japanese Navy,IJN,Japan,1944,Actual
Shinyo,Shinyo-class Escort Carrier,Escort Carrier,Imperial Japanese Navy,IJN,Japan,,No Data
Shinyo Maru,No Classification,No Classification,Imperial Japanese Navy,IJN,Japan,,No Data
Shinyo-class Summary Information,Shinyo-class Motor Torpedo Boat,Motor Torpedo Boat,Imperial Japanese Navy,IJN,Japan,,No Data
Shoho,Zuiho-class Light Carrier,Light Carrier,Imperial Japanese Navy,IJN,Japan,1935,Actual
Shokaku,Shokaku-class Aircraft Carrier,Aircraft Carrier,Imperial Japanese Navy,IJN,Japan,1939,Actual
Siluro a Lenta Corsa-class Summary Information,Siluro a Lenta Corsa-class Midget Submarine,Midget Submarine,Regia Marina,RM,Italy,,No Data
Silversides,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Sims,Sims-class Destroyer,Destroyer,United States Navy,USN,United States,1939,Actual
Skate,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Skipjack,Salmon-class Submarine,Submarine,United States Navy,USN,United States,1937,Actual
Smalley,Fletcher-class Destroyer,Destroyer,United States Navy,USN,United States,1943,Actual
Snapper,Salmon-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Snook,Gato-class Submarine,Submarine,United States Navy,USN,United States,1942,Actual
Sokrushitelnyi,Gnevny-class Destroyer,Destroyer,Soviet Navy,VMF,Russia,1936,Actual
Soryu,Soryu-class Aircraft Carrier,Aircraft Carrier,Imperial Japanese Navy,IJN,Japan,1935,Actual
South Dakota,South Dakota-class Battleship,Battleship,United States Navy,USN,United States,1941,Actual
Soya,No Classification,No Classification,Imperial Japanese Navy,IJN,Japan,1937,Actual
SP1,SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,,No Data
SP10 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1944,"(Projected, not actual)"
SP11 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1944,"(Projected, not actual)"
SP12 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1944,"(Projected, not actual)"
SP13 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1945,"(Projected, not actual)"
SP14 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1945,"(Projected, not actual)"
SP15 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1945,"(Projected, not actual)"
SP16 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1946,"(Projected, not actual)"
SP17 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1946,"(Projected, not actual)"
SP18 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1946,"(Projected, not actual)"
SP19 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1946,"(Projected, not actual)"
SP2 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1942,"(Projected, not actual)"
SP20 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1946,"(Projected, not actual)"
SP21 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1946,"(Projected, not actual)"
SP22 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1946,"(Projected, not actual)"
SP3 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1944,"(Projected, not actual)"
SP4 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1943,"(Projected, not actual)"
SP5 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1943,"(Projected, not actual)"
SP6 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1943,"(Projected, not actual)"
SP7 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1943,"(Projected, not actual)"
SP8 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1944,"(Projected, not actual)"
SP9 (Planned),SpÃ¤hkreuzer 1938-class Scout Cruiser,Scout Cruiser,Kriegsmarine,KM,Germany,1943,"(Projected, not actual)"
Spadefish,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Spearfish,Sargo-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Spencer,Treasury-class USCG Cutter,USCG Cutter,United States Navy,USN,United States,1937,Actual
Spikefish,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Spot,Balao-class Submarine,Submarine,United States Navy,USN,United States,1944,Actual
Springer,Balao-class Submarine,Submarine,United States Navy,USN,United States,1944,Actual
Sproston,Fletcher-class Destroyer,Destroyer,United States Navy,USN,United States,1942,Actual
St. Louis,St. Louis-class Light Cruiser,Light Cruiser,United States Navy,USN,United States,1938,Actual
Steamer Bay,Casablanca-class Escort Carrier,Escort Carrier,United States Navy,USN,United States,1944,Actual
Steelhead,Gato-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Stephen Hopkins,Liberty-class Merchant Vessel,Merchant Vessel,United States Navy,USN,United States,1942,Actual
Sterlet,Balao-class Submarine,Submarine,United States Navy,USN,United States,1943,Actual
Stickleback,Balao-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Stier,No Classification,No Classification,Kriegsmarine,KM,Germany,1936,Actual
Stingray,Salmon-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Stord,S-class Destroyer,Destroyer,Royal Norwegian Navy,RNoN,Norway,1943,Actual
Strasbourg,Dunkerque-class Battleship,Battleship,French Navy,MN,France,1936,Actual
Stuart,Scott-class Destroyer,Destroyer,Royal Australian Navy,RAN,Australia,1918,Actual
Sturgeon,Salmon-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Suffren,Suffren-class Heavy Cruiser,Heavy Cruiser,French Navy,MN,France,1927,Actual
Sunfish (Gato-class),Gato-class Submarine,Submarine,United States Navy,USN,United States,1942,Actual
Sunfish (S-class),S-class Submarine,Submarine,Royal Navy,RN,United Kingdom,1936,Actual
Suzukaze,Shiratsuyu-class Destroyer,Destroyer,Imperial Japanese Navy,IJN,Japan,,No Data
Suzuya,Mogami-class Heavy Cruiser,Heavy Cruiser,Imperial Japanese Navy,IJN,Japan,1934,Actual
Swordfish,Sargo-class Submarine,Submarine,United States Navy,USN,United States,,No Data
Sydney,Leander-class Light Cruiser,Light Cruiser,Royal Australian Navy,RAN,Australia,1934,Actual
T1,1935-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1938,Actual
T10,1935-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1939,Actual
T11,1935-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1939,Actual
T12,1935-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1939,Actual
T13,1937-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1939,Actual
T14,1937-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1939,Actual
T15,1937-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1939,Actual
T16,1937-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1939,Actual
T17,1937-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1940,Actual
T18,1937-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1940,Actual
T19,1937-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1940,Actual
T2,1935-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1938,Actual
T20,1937-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1940,Actual
T21,1937-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1940,Actual
T22,1939-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,,No Data
T23,1939-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1941,Actual
T24,1939-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1941,Actual
T25,1939-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1941,Actual
T26,1939-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1942,Actual
T27,1939-class Motor Torpedo Boat,Motor Torpedo Boat,Kriegsmarine,KM,Germany,1942,Actual
